date,ssn,ssn_std,f107,sunspot_area,new_regions,solar_mean_field,flare_C,flare_M,flare_X,flare_S,flare_xray_total,flare_optical_total,ap_planetary,kp_daily_mean,kp_daily_max,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,dst_daily_mean,dst_daily_min,dst_daily_max,dst_daily_std,dst_hours_valid,flare_event_B,flare_event_C,flare_event_M,flare_event_X,flare_event_unknown,flare_events_total,ssn_interpolated,ssn_std_interpolated,dst_daily_mean_interpolated,dst_daily_min_interpolated,dst_daily_max_interpolated,dst_daily_std_interpolated,ap_planetary_interpolated,kp_daily_mean_interpolated,kp_daily_max_interpolated,kp_1_interpolated,kp_2_interpolated,kp_3_interpolated,kp_4_interpolated,kp_5_interpolated,kp_6_interpolated,kp_7_interpolated,kp_8_interpolated,solar_mean_field_interpolated,flare_event_B_interpolated,flare_event_C_interpolated,flare_event_M_interpolated,flare_event_X_interpolated,flare_event_unknown_interpolated,flare_events_total_interpolated,year,month,day_of_year,storm_category,solar_activity_level,kp_storm_level
2018-04-13,16.00,1.10,70.00,30,0,,0,0,0,0,0,0,9.00,2.12,4.00,4.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,-11.62,-28.00,-2.00,6.92,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,103,quiet,low,quiet
2018-04-14,11.00,0.80,70.00,10,0,,0,0,0,0,0,0,6.00,1.62,2.00,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,-9.67,-19.00,-4.00,4.31,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,104,quiet,low,quiet
2018-04-15,13.00,4.50,71.00,0,0,,0,0,0,0,0,0,6.00,1.50,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,-8.38,-14.00,2.00,4.40,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,105,quiet,low,quiet
2018-04-16,12.00,0.90,69.00,0,1,,0,0,0,0,0,0,3.00,0.62,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,-6.04,-15.00,0.00,3.97,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,106,quiet,low,quiet
2018-04-17,11.00,0.90,69.00,0,0,,0,0,0,0,0,0,4.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,2.00,0.00,-7.00,5.00,3.01,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,107,quiet,low,quiet
2018-04-18,0.00,0.00,71.00,0,0,,0,0,0,0,0,0,6.00,1.50,2.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,-1.67,-13.00,4.00,4.42,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,108,quiet,low,quiet
2018-04-19,13.00,2.00,71.00,20,1,,0,0,0,0,0,0,3.00,0.62,2.00,0.00,1.00,0.00,2.00,1.00,0.00,1.00,0.00,2.25,-9.00,13.00,5.56,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,109,quiet,low,quiet
2018-04-20,16.00,1.40,73.00,40,0,,0,0,0,1,0,0,47.00,4.62,6.00,4.00,5.00,6.00,6.00,4.00,4.00,5.00,3.00,-34.71,-78.00,24.00,28.14,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,110,moderate,low,G2_moderate
2018-04-21,27.00,1.80,77.00,120,1,,0,0,0,1,0,0,12.00,2.50,3.00,3.00,3.00,3.00,2.00,2.00,3.00,3.00,1.00,-30.46,-40.00,-23.00,5.14,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,111,quiet,low,quiet
2018-04-22,22.00,2.00,76.00,130,0,,0,0,0,0,0,0,5.00,1.62,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,-21.00,-27.00,-16.00,3.42,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,112,quiet,low,quiet
2018-04-23,23.00,1.50,74.00,80,0,,0,0,0,0,0,0,6.00,1.62,3.00,3.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,-20.54,-26.00,-9.00,4.75,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,113,quiet,low,quiet
2018-04-24,21.00,2.00,73.00,50,0,,0,0,0,1,0,0,5.00,1.38,2.00,1.00,0.00,2.00,1.00,2.00,1.00,2.00,2.00,-13.75,-25.00,-5.00,6.27,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,114,quiet,low,quiet
2018-04-25,18.00,1.60,71.00,50,0,,0,0,0,0,0,0,5.00,1.12,2.00,2.00,2.00,2.00,1.00,1.00,0.00,0.00,1.00,-14.92,-23.00,-9.00,3.32,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,115,quiet,low,quiet
2018-04-26,15.00,1.10,69.00,20,0,,0,0,0,0,0,0,4.00,1.12,2.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,2.00,-4.46,-21.00,7.00,8.07,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,116,quiet,low,quiet
2018-04-27,14.00,3.00,69.00,10,0,,0,0,0,0,0,0,6.00,1.50,3.00,1.00,0.00,1.00,1.00,2.00,3.00,2.00,2.00,0.58,-8.00,9.00,4.71,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,117,quiet,low,quiet
2018-04-28,0.00,0.00,70.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,-0.54,-5.00,3.00,1.71,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,118,quiet,low,quiet
2018-04-29,0.00,0.00,71.00,0,0,,0,0,0,0,0,0,4.00,0.88,2.00,1.00,0.00,1.00,1.00,2.00,1.00,0.00,1.00,-0.04,-6.00,9.00,4.12,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,119,quiet,low,quiet
2018-04-30,0.00,0.00,70.00,0,0,,0,0,0,0,0,0,6.00,1.75,3.00,3.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,-0.62,-10.00,8.00,5.30,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,4,120,quiet,low,quiet
2018-05-01,0.00,0.00,68.00,0,0,,0,0,0,0,0,0,3.00,0.62,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,-1.12,-10.00,4.00,4.21,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,121,quiet,low,quiet
2018-05-02,0.00,0.00,67.00,0,0,,0,0,0,0,0,0,4.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,0.00,-3.25,-11.00,2.00,3.37,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,122,quiet,low,quiet
2018-05-03,0.00,0.00,67.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,-1.12,-6.00,4.00,2.88,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,123,quiet,low,quiet
2018-05-04,13.00,3.00,68.00,30,1,,0,0,0,0,0,0,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.46,-5.00,9.00,3.25,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,124,quiet,low,quiet
2018-05-05,14.00,1.20,68.00,10,0,,0,0,0,0,0,0,20.00,2.75,5.00,1.00,1.00,0.00,3.00,3.00,5.00,4.00,5.00,-5.29,-41.00,28.00,18.97,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,125,quiet,low,G1_minor
2018-05-06,15.00,1.20,67.00,10,0,,0,0,0,0,0,0,31.00,3.88,6.00,6.00,4.00,3.00,3.00,3.00,3.00,4.00,5.00,-33.92,-55.00,-20.00,11.96,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,126,moderate,low,G2_moderate
2018-05-07,14.00,1.10,70.00,10,0,,0,0,0,0,0,0,17.00,3.00,4.00,4.00,4.00,3.00,2.00,3.00,3.00,2.00,3.00,-26.75,-42.00,-18.00,6.17,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,127,quiet,low,quiet
2018-05-08,20.00,5.90,70.00,20,1,,0,0,0,0,0,0,14.00,3.00,4.00,3.00,3.00,3.00,3.00,2.00,4.00,4.00,2.00,-21.46,-37.00,-10.00,5.74,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,128,quiet,low,quiet
2018-05-09,23.00,1.00,70.00,20,0,,0,0,0,0,0,0,16.00,3.00,4.00,3.00,3.00,3.00,2.00,3.00,2.00,4.00,4.00,-21.17,-32.00,-16.00,4.58,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,129,quiet,low,quiet
2018-05-10,11.00,0.70,70.00,10,0,,0,0,0,0,0,0,12.00,2.50,3.00,3.00,3.00,3.00,3.00,2.00,3.00,1.00,2.00,-28.38,-33.00,-20.00,3.77,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,130,quiet,low,quiet
2018-05-11,11.00,0.60,70.00,10,0,,0,0,0,0,0,0,16.00,3.12,4.00,2.00,4.00,4.00,2.00,3.00,2.00,4.00,4.00,-27.38,-40.00,-16.00,6.73,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,131,quiet,low,quiet
2018-05-12,13.00,0.80,70.00,10,0,,0,0,0,0,0,0,10.00,2.12,4.00,3.00,4.00,2.00,2.00,1.00,1.00,2.00,2.00,-19.29,-29.00,-14.00,4.13,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,132,quiet,low,quiet
2018-05-13,12.00,0.90,71.00,10,0,,0,0,0,0,0,0,8.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-11.96,-21.00,-2.00,5.86,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,133,quiet,low,quiet
2018-05-14,0.00,0.00,70.00,0,0,,0,0,0,0,0,0,5.00,1.38,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,-12.17,-17.00,-9.00,2.25,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,134,quiet,low,quiet
2018-05-15,0.00,0.00,70.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,-9.75,-18.00,-2.00,4.82,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,135,quiet,low,quiet
2018-05-16,0.00,0.00,70.00,0,0,,0,0,0,0,0,0,4.00,1.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00,-1.08,-9.00,6.00,3.76,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,136,quiet,low,quiet
2018-05-17,0.00,0.00,69.00,0,0,,0,0,0,0,0,0,10.00,2.38,3.00,3.00,2.00,2.00,3.00,3.00,2.00,2.00,2.00,-12.50,-33.00,8.00,12.85,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,137,quiet,low,quiet
2018-05-18,0.00,0.00,69.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,-14.33,-20.00,-7.00,4.25,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,138,quiet,low,quiet
2018-05-19,0.00,0.00,70.00,0,0,,0,0,0,0,0,0,3.00,0.75,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,-7.46,-11.00,-3.00,2.41,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,139,quiet,low,quiet
2018-05-20,0.00,0.00,69.00,0,0,,0,0,0,0,0,0,3.00,0.88,2.00,1.00,1.00,2.00,1.00,1.00,1.00,0.00,0.00,-6.25,-9.00,-2.00,2.30,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,140,quiet,low,quiet
2018-05-21,12.00,0.90,70.00,20,1,,0,0,0,1,0,0,3.00,0.62,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,-4.46,-8.00,2.00,2.61,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,141,quiet,low,quiet
2018-05-22,13.00,0.80,71.00,20,0,,0,0,0,0,0,0,5.00,1.38,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,4.83,-5.00,14.00,5.73,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,142,quiet,low,quiet
2018-05-23,27.00,1.60,73.00,50,1,,1,0,0,0,1,0,9.00,2.25,3.00,2.00,2.00,3.00,3.00,3.00,2.00,1.00,2.00,-4.92,-15.00,5.00,5.25,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,143,quiet,low,quiet
2018-05-24,33.00,2.80,74.00,140,1,,0,0,0,3,0,0,4.00,1.25,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,-3.75,-9.00,1.00,2.54,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,144,quiet,low,quiet
2018-05-25,30.00,2.90,76.00,80,0,,0,0,0,3,0,0,3.00,0.75,2.00,2.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,-2.58,-4.00,0.00,1.22,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,145,quiet,low,quiet
2018-05-26,27.00,2.00,73.00,70,0,,0,0,0,0,0,0,4.00,1.12,2.00,0.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,5.25,-2.00,12.00,3.49,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,146,quiet,low,quiet
2018-05-27,33.00,2.90,75.00,50,0,,0,0,0,1,0,0,4.00,1.25,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,5.12,-4.00,18.00,5.93,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,147,quiet,low,quiet
2018-05-28,20.00,1.90,77.00,80,0,,1,0,0,7,1,0,4.00,1.12,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,7.08,3.00,15.00,3.64,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,148,quiet,low,quiet
2018-05-29,23.00,1.40,75.00,70,0,,0,0,0,2,0,0,4.00,1.12,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,4.71,-7.00,19.00,7.73,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,149,quiet,low,quiet
2018-05-30,21.00,1.40,75.00,30,0,,0,0,0,0,0,0,4.00,1.25,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,4.62,-2.00,12.00,3.97,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,150,quiet,low,quiet
2018-05-31,22.00,1.60,77.00,50,0,,0,0,0,2,0,0,12.00,2.50,4.00,2.00,2.00,1.00,2.00,2.00,4.00,4.00,3.00,8.33,-12.00,29.00,9.59,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,5,151,quiet,low,quiet
2018-06-01,22.00,1.40,75.00,60,0,,0,0,0,1,0,0,26.00,3.75,5.00,3.00,4.00,4.00,4.00,5.00,4.00,3.00,3.00,-24.46,-45.00,5.00,13.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,152,quiet,low,G1_minor
2018-06-02,21.00,2.00,74.00,30,0,,0,0,0,1,0,0,17.00,3.12,4.00,3.00,4.00,3.00,2.00,3.00,2.00,4.00,4.00,-21.04,-34.00,-12.00,5.62,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,153,quiet,low,quiet
2018-06-03,13.00,1.30,74.00,10,0,,0,0,0,1,0,0,9.00,2.25,3.00,3.00,2.00,1.00,2.00,3.00,3.00,2.00,2.00,-17.46,-25.00,-9.00,4.80,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,154,quiet,low,quiet
2018-06-04,0.00,0.00,71.00,10,0,,0,0,0,0,0,0,5.00,1.38,2.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,-13.79,-22.00,-6.00,4.73,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,155,quiet,low,quiet
2018-06-05,0.00,0.00,71.00,0,0,,0,0,0,0,0,0,6.00,1.88,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,-5.50,-15.00,1.00,4.27,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,156,quiet,low,quiet
2018-06-06,11.00,1.10,71.00,0,0,,1,0,0,0,1,0,7.00,1.50,4.00,1.00,1.00,0.00,1.00,1.00,2.00,4.00,2.00,-7.88,-23.00,6.00,8.21,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,157,quiet,low,quiet
2018-06-07,10.00,0.60,69.00,0,0,,0,0,0,0,0,0,6.00,1.50,3.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,-11.62,-22.00,-2.00,5.40,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,158,quiet,low,quiet
2018-06-08,0.00,0.00,68.00,0,0,,0,0,0,0,0,0,4.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,0.00,0.00,0.00,-4.46,-16.00,2.00,5.16,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,159,quiet,low,quiet
2018-06-09,0.00,0.00,67.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,-0.58,-9.00,5.00,3.59,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,160,quiet,low,quiet
2018-06-10,0.00,0.00,70.00,0,0,,0,0,0,0,0,0,4.00,1.00,2.00,1.00,2.00,1.00,0.00,1.00,1.00,1.00,1.00,-0.96,-4.00,3.00,1.99,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,161,quiet,low,quiet
2018-06-11,0.00,0.00,70.00,0,0,,0,0,0,0,0,0,4.00,0.88,2.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,2.00,-1.33,-6.00,3.00,2.67,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,162,quiet,low,quiet
2018-06-12,11.00,0.90,70.00,10,1,,0,0,0,0,0,0,4.00,1.00,2.00,2.00,2.00,1.00,0.00,1.00,0.00,1.00,1.00,0.83,-5.00,6.00,2.69,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,163,quiet,low,quiet
2018-06-13,15.00,1.00,71.00,60,0,,0,0,0,0,0,0,5.00,1.25,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,4.71,-4.00,18.00,7.23,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,164,quiet,low,quiet
2018-06-14,15.00,1.30,72.00,30,0,,0,0,0,0,0,0,5.00,1.25,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,0.04,-6.00,5.00,3.06,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,165,quiet,low,quiet
2018-06-15,14.00,1.20,71.00,10,0,,0,0,0,1,0,0,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.08,0.00,8.00,2.23,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,166,quiet,low,quiet
2018-06-16,14.00,1.60,71.00,10,0,,0,0,0,0,0,0,3.00,0.88,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,3.54,0.00,7.00,2.02,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,167,quiet,low,quiet
2018-06-17,14.00,3.00,71.00,20,0,,0,0,0,0,0,0,5.00,1.25,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,9.71,4.00,19.00,3.97,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,168,quiet,low,quiet
2018-06-18,29.00,1.90,74.00,20,1,,0,0,0,1,0,0,19.00,3.25,5.00,5.00,4.00,4.00,4.00,3.00,2.00,2.00,2.00,-12.54,-35.00,20.00,9.90,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,169,quiet,low,G1_minor
2018-06-19,33.00,2.00,77.00,80,1,,0,0,0,2,0,0,6.00,1.75,3.00,2.00,2.00,3.00,2.00,2.00,1.00,1.00,1.00,-11.96,-17.00,-4.00,3.37,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,170,quiet,low,quiet
2018-06-20,56.00,3.00,82.00,180,0,,0,0,0,9,0,0,5.00,1.38,2.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,-7.67,-12.00,-1.00,3.08,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,171,quiet,low,quiet
2018-06-21,48.00,3.20,82.00,190,0,,1,0,0,1,1,0,3.00,0.75,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,-3.75,-9.00,2.00,3.68,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2018,6,172,quiet,low,quiet
